Year	Sector	Reporting Legal Name	Facility Name	CO2 (tonnes CO2 eq)	CH4 (tonnes CO2 eq)	N2O (tonnes CO2 eq)	HFC (tonnes CO2 eq)	PFC (tonnes CO2 eq)	SF6 (tonnes CO2 eq)	Total (tonnes CO2 eq)
2008	Chemical Manufacturing	MEGlobal Canada Inc.	FS1 EOEG	72500	1074	0	0	0	0	73574
2008	Chemical Manufacturing	INEOS Canada Partnership	Joffre LAO Plant	103160	90	545	0	0	0	103795
2008	Chemical Manufacturing	NOVA Chemicals Corporation	NOVA Chemicals Corporation (Joffre)	2695556	3162	11548	0	0	91	2710357
2008	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Manufacturing Facility	167899	1157	234	0	0	0	169290
2008	Chemical Manufacturing	Shell Chemicals Canada Ltd	Scotford Chemical Plant	316373	254	759	2240	0	0	319625
2008	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	421047	696	3152	0	0	0	424895
2008	Chemical Manufacturing	Dow Chemical Canada ULC	Western Canada Operations	1387461	2161	3213	2288	0	0	1395122
2008	Chemical Manufacturing	Air Products Canada Ltd	Edmonton-1 and 2 Hydrogen Facility	648319	224	894	0	0	0	649437
2008	Chemical Manufacturing	Dow Chemical Canada ULC	Prentiss Manufacturing Facility	37452	631	27	0	0	0	38109
2008	Coal Mining	TransAlta Generation Partnership	Highvale Coal Mine	98563	143759	928	0	0	0	243249
2008	Coal Mining	Coal Valley Resources Inc.	Coal Valley Mine	132383	48884	954	0	0	0	182221
2008	Coal Mining	Cardinal River Coals Limited (Teck Coal Limited)	Cheviot Mine (Cardinal River Operations)	70112	31093	6137	0	0	0	107342
2008	Conventional Oil and Gas Extraction	Nexen Inc.	Balzac Gas Processing Plant	214967	13475	1597	0	0	0	230039
2008	Conventional Oil and Gas Extraction	Imperial Oil Resources	Bonnie Glen Gas Plant	40977	12121	642	0	0	0	53739
2008	Conventional Oil and Gas Extraction	Blaze Energy Ltd.	Brazeau Gas Plant	94784	59784	1864	0	0	0	156432
2008	Conventional Oil and Gas Extraction	Keyera Energy	Brazeau Gas Plant	80385	6937	3074	0	0	0	90396
2008	Conventional Oil and Gas Extraction	EnCana Oil & Gas Co. Ltd.	Caribou North Compressor Station	50866	15645	361	0	0	0	66872
2008	Conventional Oil and Gas Extraction	Bonavista Petroleum Ltd.	Carstairs - Crossfield Gas Plant	75249	987	440	0	0	0	76677
2008	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	349698	9710	2173	0	0	0	361582
2008	Conventional Oil and Gas Extraction	PrimeWest Energy Inc.	East Crossfield Gas Plant 9-14-28-01W4	136559	7300	528	0	0	0	144387
2008	Conventional Oil and Gas Extraction	Talisman Energy Inc.	Edson Gas Plant	230324	12161	1454	0	0	0	243939
2008	Conventional Oil and Gas Extraction	ConocoPhillips Canada (BRC) Ltd.	Elmworth Gas Plant	219040	25923	1754	0	0	0	246717
2008	Conventional Oil and Gas Extraction	Spectra Energy Empress LP	Empress Straddle Plant System	374139	4612	1752	0	0	0	380503
2008	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Hanlan Robb Gas Plant	391970	18298	919	0	0	0	411187
2008	Conventional Oil and Gas Extraction	Taylor Processing Inc.	Harmattan Gas Processing Plant	246114	20071	1137	0	0	0	267322
2008	Conventional Oil and Gas Extraction	SemCams ULC	KA 1-12 GP	223740	14075	2474	0	0	0	240289
2008	Conventional Oil and Gas Extraction	SemCams ULC	K3 1-15 GP	459933	6882	2551	0	0	0	469366
2008	Conventional Oil and Gas Extraction	Keyera Energy	Nevis Gas Plant	105908	10553	462	0	0	0	116923
2008	Conventional Oil and Gas Extraction	Imperial Oil Resources	Quirk Creek Gas Plant	86680	6450	667	0	0	0	93797
2008	Conventional Oil and Gas Extraction	Husky Oil Operations Ltd	Ram River	657158	4754	1413	0	0	0	663324
2008	Conventional Oil and Gas Extraction	Keyera Energy	Rimbey Gas Plant	232136	8153	2794	0	0	0	243083
2008	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Burnt Timber Gas Plant	176453	1107	299	0	0	0	177859
2008	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Caroline Complex	540411	4480	1326	0	0	0	546216
2008	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Jumping Pound Gas Plant	270676	6558	756	0	0	0	277989
2008	Conventional Oil and Gas Extraction	Keyera Energy	Strachan GP	263823	10494	2487	0	0	0	276804
2008	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	113579	6265	1253	0	0	0	121097
2008	Conventional Oil and Gas Extraction	Shell Canada Limited	Waterton Complex	258217	4885	3295	0	0	0	266397
2008	Conventional Oil and Gas Extraction	SemCams ULC	Windfall 8-17 GP	150504	15005	4305	0	0	0	169814
2008	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Wildcat Hills Gas Plant	125539	4721	2632	0	0	0	132892
2008	Conventional Oil and Gas Extraction	Pengrowth Corporation	Olds Gas Plant	108365	3175	1858	0	0	0	113399
2008	Conventional Oil and Gas Extraction	Mazeppa Processing Partnership	Mazeppa Sour Gas Plant	76828	4399	190	0	0	0	81416
2008	Electric Power Generation	Alberta Power (2000) Ltd.	Battle River Generating Station	5051042	1272	21922	0	0	0	5074236
2008	Electric Power Generation	Calgary Energy Centre No. 2 Inc	Calgary Energy Center	272333	507	2169	0	0	0	275008
2008	Electric Power Generation	TransCanada Energy Ltd.	"Carseland Power Plant, Alberta"	307824	531	2372	0	0	0	310727
2008	Electric Power Generation	Encana Corporation	Cavalier Power Plant	157387	422	1206	0	0	0	159016
2008	Electric Power Generation	City of Medicine Hat	"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION"	345629	3053	2660	0	0	0	351342
2008	Electric Power Generation	TransAlta Generation Partnership	Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant	342240	667	2773	0	0	0	345680
2008	Electric Power Generation	EPCOR Power Generation Services Inc.	Genesee Thermal Generating Station	8315862	2685	45336	0	0	0	8363883
2008	Electric Power Generation	Milner Power Limited Partnership by its GP Milner Power Inc.	H.R. Milner Generating Station	752295	302	3970	0	0	0	756567
2008	Electric Power Generation	TransAlta Generation Partnership	Keephills Thermal Electric Power Generating Plant	6088588	1700	40246	0	0	0	6130535
2008	Electric Power Generation	ATCO Power Canada Ltd	Rainbow Lake Cogeneration Power Plant (Units 4-5)	241250	480	1961	0	0	0	243692
2008	Electric Power Generation	Alberta Power (2000) Ltd.	Rainbow Lake Generating Station (Units 1-3)	29269	59	238	0	0	0	29565
2008	Electric Power Generation	TransCanada Energy Ltd.	"Redwater Cogeneration Facility, Alberta"	174002	291	1326	0	0	0	175619
2008	Electric Power Generation	Alberta Power (2000) Ltd.	Sheerness Generating Station	5995812	1548	26579	0	0	0	6023939
2008	Electric Power Generation	TransAlta Generation Partnership	Sundance Thermal Electric Power Generating Plant	14791591	4238	99567	0	0	0	14895396
2008	Electric Power Generation	TransAlta Generation Partnership	Wabamun Thermal Electric Power Generating Plant	2414593	731	17380	0	0	0	2432704
2008	Electric Power Generation	ATCO Power Canada Ltd.	Poplar Hill Generating Station	17972	36	146	0	0	0	18154
2008	Electric Power Generation	Alberta Power (2000) Ltd.	Sturgeon Generating Station	0	0	0	0	0	0	0
2008	Electric Power Generation	ATCO Power Canada Ltd.	Valleyview Generating Station	7606	15	62	0	0	0	7683
2008	Electric Power Generation	Nexen Inc.	Balzac Power Station	180748	887	1398	0	0	0	183032
2008	Electric Power Generation	TransCanada Energy Ltd.	Bear Creek Power Plant	78331	153	635	0	0	0	79118
2008	Electric Power Generation	Canadian Gas and Electric	Grande Praire Combined Heat and Power Plant	2148	649	4794	0	0	0	7591
2008	Fertilizer Manufacturing	Agrium Inc.	Agrium Redwater Fertilizer Operation	1144570	19011	13342	0	0	0	1176922
2008	Fertilizer Manufacturing	Canadian Fertilizers Limited	Canadian Fertilizers Limited	1635508	415	4729	0	0	0	1640652
2008	Fertilizer Manufacturing	Agrium Inc	Carseland Nitrogen Operations	513130	16730	2000	0	0	0	531860
2008	Fertilizer Manufacturing	Orica Canada Inc	Carseland Works	556	16	534339	0	0	0	534911
2008	Fertilizer Manufacturing	Agrium Inc.	Fort Saskatchewan Nitrogen Operation	507100	959	1521	0	0	0	509580
2008	Miscellaneous Manufacturing	General Scrap Partnership	GenAlta Recycling Inc.	679	0	0	0	0	0	679
2008	Miscellaneous Manufacturing	General Scrap Partnership	Navajo Metals	1802	2	56	0	0	0	1860
2008	Natural Gas Distribution	ATCO Gas and Pipelines Ltd	ATCO Gas - Distribution Systems and Carbon Plant	33182	200591	2067	0	0	0	235840
2008	Non-Metallic Mineral Product Manufacturing	Graymont Western Canada Inc.	Exshaw	157606	23	188	0	0	0	157817
2008	Non-Metallic Mineral Product Manufacturing	Lafarge Canada Inc	Exshaw Cement Plant	1112560	0	0	0	0	0	1112560
2008	Non-Metallic Mineral Product Manufacturing	Lehigh Cement	Lehigh Inland Cement	838009	0	0	0	0	0	838009
2008	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Christina Lake SAGD Bitumen Battery	176864	1356	293	0	0	0	178512
2008	Oil Sands In Situ Extraction	Imperial Oil Resources	Cold Lake	4497260	13431	23079	0	0	0	4533770
2008	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Foster Creek Cogeneration Facility	468145	864	5159	0	0	66	474234
2008	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Foster Creek SAGD Bitumen Battery	678474	4921	1053	0	0	0	684447
2008	Oil Sands In Situ Extraction	Japan Canada Oil Sands Limited	Hangingstone SAGD Demonstration Facility	233115	1450	365	0	0	0	234931
2008	Oil Sands In Situ Extraction	TransCanada Energy Ltd.	"Mackay River Power Plant, Alberta"	779410	1369	6055	0	0	0	786834
2008	Oil Sands In Situ Extraction	Petro-Canada	"MacKay River, In-Situ Oil Sands Plant"	168299	251	918	0	0	0	169467
2008	Oil Sands In Situ Extraction	Shell Canada Limited	Peace River Complex	349230	1911	1808	0	0	0	352949
2008	Oil Sands In Situ Extraction	Canadian Natural Resources Limited	Wolf Lake/Primrose Thermal Operation	2775477	86869	17343	0	0	0	2879689
2008	Oil Sands In Situ Extraction	Nexen Inc.	Long Lake Project	724456	28795	4235	0	0	0	757486
2008	Oil Sands In Situ Extraction	Husky Oil Operations Limited	Tucker Thermal	248262	228	411	0	0	0	248901
2008	Oil Sands In Situ Extraction	Connacher Oil and Gas Limited	Great Divide	154946	480	245	0	0	0	155671
2008	Oil Sands In Situ Extraction	Devon Canada Corporation	Jackfish SAGD Plant	264247	2622	576	0	0	0	267445
2008	Oil Sands In Situ Extraction	Shell Canada Limited	Orion Complex	106807	829	594	0	0	0	108231
2008	Oil Sands In Situ Extraction	ConocoPhillips Canada Resources Corp.	Surmont Central Processing Facility	323482	2205	542	0	0	0	326229
2008	Oil Sands Mining and Upgrading	Syncrude Canada Ltd.	Mildred Lake and Aurora North Plant Sites	10991999	756861	141774	0	0	0	11890633
2008	Oil Sands Mining and Upgrading	ATCO Power Canada Ltd.	Muskeg River Cogeneration Plant	1133307	1617	6500	0	0	0	1141424
2008	Oil Sands Mining and Upgrading	Shell Canada Energy	Shell Albian Sands Muskeg River Mine	538703	28785	3873	0	0	0	571361
2008	Oil Sands Mining and Upgrading	Shell Canada Energy Limited	Scotford Upgrader and Upgrader Cogeneration	1772093	6259	10960	0	0	0	1789312
2008	Oil Sands Mining and Upgrading	Suncor Energy Inc. Oil Sands	Suncor Energy Inc. Oil Sands	8392037	402976	87579	0	0	0	8882592
2008	Oil Sands Mining and Upgrading	Canadian Natural Resources Limited	Horizon Oil Sands Processing Plant and Mine	438940	3486	2195	0	0	0	444621
2008	Petroleum and Coal Products Manufacturing	Petro-Canada	Edmonton Refinery	1421967	8801	8416	0	0	0	1439183
2008	Petroleum and Coal Products Manufacturing	Shell Canada Products	Shell Scotford Refinery	996548	9313	2442	0	0	0	1008302
2008	Petroleum and Coal Products Manufacturing	Imperial Oil Limited	Strathcona Refinery	1406461	2624	8160	0	0	0	1417246
2008	Pipeline Transportation	Foothills Pipe Lines Ltd.	"Foothills Pipeline, Alberta"	259393	8070	3326	0	0	0	270789
2008	Pipeline Transportation	Alliance Pipeline Ltd.	Alberta Pipeline System	543457	19570	3787	0	0	0	566814
2008	Pipeline Transportation	ATCO Gas and Pipelines Ltd.	ATCO Pipelines	79069	145618	3685	0	0	0	228372
2008	Pipeline Transportation	Nova Gas Transmission Ltd.	"TransCanada Pipeline, Alberta System"	1508450	332942	21495	0	0	0	1862887
2008	Primary Metal Manufacturing	Sherritt International Corporation	Fort Saskatchewan	285363	4681	2864	0	0	0	292908
2008	Waste Treatment and Disposal	City of Calgary	East Calgary Landfill	13656	91400	0	0	0	0	105056
2008	Wood Product Manufacturing	Alberta-Pacific Forest Industries Inc. acting as a	Alberta-Pacific Forest Industries Inc. Pulp Mill	91675	2121	17695	0	0	0	111491
2008	Wood Product Manufacturing	Weyerhaeuser Company Limited	Grande Prairie Operations	70821	28143	8977	0	0	0	107942
2008	Wood Product Manufacturing	West Fraser Mills Ltd.	Hinton Pulp	119473	23346	8889	0	0	0	151709
2008	Wood Product Manufacturing	Daishowa-Marubeni International Ltd-Peace River Pu	Peace River Pulp Division	73001	35997	9946	0	0	0	118944
2007	Chemical Manufacturing	Alberta Envirofuels Inc.	Alberta Envirofuels Inc.	341051	303	2068	0	0	0	343422
2007	Chemical Manufacturing	Cancarb Ltd.	Cancarb Ltd.	122527	3033	391	0	0	5	125956
2007	Chemical Manufacturing	Celanese Canada Inc.	Edmonton Facility	127291	101	502	0	0	0	127894
2007	Chemical Manufacturing	MEGlobal Canada Inc.	FS1 EOEG	94183	1105	0	0	0	0	95289
2007	Chemical Manufacturing	INEOS Canada Partnership	Joffre LAO Plant	117267	97	616	0	0	0	117979
2007	Chemical Manufacturing	NOVA Chemicals Corporation	NOVA Chemicals Corporation (Joffre)	2498808	2950	11209	0	0	0	2512966
2007	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Manufacturing Facility	223037	942	212	0	0	0	224191
2007	Chemical Manufacturing	Shell Chemicals Canada Ltd	Scotford Chemical Plant	330265	193	615	0	0	0	331073
2007	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	408112	689	3099	0	0	0	411900
2007	Chemical Manufacturing	Dow Chemical Canada Inc.	Western Canada Operations	1427852	2262	3899	2288	0	0	1436301
2007	Chemical Manufacturing	Air Products Canada Ltd	Edmonton-1 Hydrogen Facility	476846	263	298	0	0	0	477407
2007	Chemical Manufacturing	Dow Chemical Canada Inc.	Prentiss Manufacturing Facility	43594	845	12	0	0	0	44451
2007	Coal Mining	TransAlta Utilties Corporation	Highvale Coal Mine	85959	149995	755	0	0	0	236710
2007	Coal Mining	Coal Valley Resources Inc.	Coal Valley Mine	113924	45664	773	0	0	0	160362
2007	Conventional Oil and Gas Extraction	Nexen Inc.	Balzac Gas Processing Plant	192190	11745	1392	0	0	0	205326
2007	Conventional Oil and Gas Extraction	Imperial Oil Resources	Bonnie Glen Gas Plant	238211	26380	3457	0	0	0	268048
2007	Conventional Oil and Gas Extraction	Blaze Energy Ltd.	Brazeau Gas Plant	97619	56227	1832	0	0	0	155678
2007	Conventional Oil and Gas Extraction	Keyera Energy	Brazeau Gas Plant	93026	7179	3671	0	0	0	103876
2007	Conventional Oil and Gas Extraction	EnCana Oil & Gas Co. Ltd.	Caribou North Compressor Station	68826	24281	445	0	0	0	93551
2007	Conventional Oil and Gas Extraction	Bonavista Petroleum Ltd.	Carstairs - Crossfield Gas Plant	105365	1223	615	0	0	0	107203
2007	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	402840	13978	2437	0	0	0	419256
2007	Conventional Oil and Gas Extraction	PrimeWest Energy Inc.	East Crossfield Gas Plant 9-14-28-01W4	131415	6983	480	0	0	0	138878
2007	Conventional Oil and Gas Extraction	Talisman Energy Inc.	Edson Gas Plant	209549	13035	3230	0	0	0	225814
2007	Conventional Oil and Gas Extraction	ConocoPhillips Canada	Elmworth Gas Plant	177399	15713	1582	0	0	0	194695
2007	Conventional Oil and Gas Extraction	Spectra Energy Empress LP	Empress Straddle Plant System	350542	4544	1666	0	0	0	356752
2007	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Hanlan Robb Gas Plant	435073	18161	869	0	0	0	454103
2007	Conventional Oil and Gas Extraction	Taylor Processing Inc.	Harmattan Gas Processing Plant	223277	17149	999	0	0	0	241426
2007	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Gas Conservation Plant (JCGCP)	71199	12130	1994	0	0	0	85323
2007	Conventional Oil and Gas Extraction	Pengrowth Corporation	Judy Creek Production Complex	82286	11504	3633	0	0	0	97423
2007	Conventional Oil and Gas Extraction	SemCams ULC	KA 1-12 GP	215576	12879	2283	0	0	0	230738
2007	Conventional Oil and Gas Extraction	SemCams ULC	K3 1-15 GP	420085	7727	3698	0	0	0	431510
2007	Conventional Oil and Gas Extraction	Spectra Energy Field Services Canada	Nevis Gas Plant	109159	7073	218	0	0	0	116450
2007	Conventional Oil and Gas Extraction	Imperial Oil Resources	Quirk Creek Gas Plant	91149	6423	626	0	0	0	98197
2007	Conventional Oil and Gas Extraction	Husky Energy	Ram River	752727	5990	2594	0	0	0	761311
2007	Conventional Oil and Gas Extraction	Keyera Energy	Rimbey Gas Plant	232496	9193	3180	0	0	0	244868
2007	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Burnt Timber Gas Plant	164274	1430	318	0	0	0	166021
2007	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Caroline Complex	499918	4316	1140	0	0	0	505374
2007	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Jumping Pound Gas Plant	275564	6824	770	0	0	0	283158
2007	Conventional Oil and Gas Extraction	Keyera Energy	Strachan GP	263848	10354	2423	0	0	0	276625
2007	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	117107	6352	1258	0	0	0	124717
2007	Conventional Oil and Gas Extraction	Shell Canada Limited	Waterton Complex	494439	8128	5818	0	0	0	508384
2007	Conventional Oil and Gas Extraction	SemCams ULC	Windfall 8-17 GP	168543	15533	4455	0	0	0	188531
2007	Conventional Oil and Gas Extraction	Petro-Canada Oil & Gas	Wildcat Hills Gas Plant	127972	4679	2704	0	0	0	135354
2007	Conventional Oil and Gas Extraction	Apache Canada Ltd.	"Zama Gas Plant: 1, 2, 3"	67467	30142	1024	0	0	0	98633
2007	Conventional Oil and Gas Extraction	Pengrowth Corporation	Olds Gas Plant	116500	3092	1785	0	0	0	121377
2007	Conventional Oil and Gas Extraction	Mazeppa Processing Partnership	Mazeppa Sour Gas Plant	82931	4645	175	0	0	0	87750
2007	Electric Power Generation	Alberta Power (2000) Ltd.	Battle River Generating Station	5104168	1259	21749	0	0	0	5127177
2007	Electric Power Generation	Calgary Energy Centre	Calgary Energy Center	198080	406	1593	0	0	0	200079
2007	Electric Power Generation	TransCanada Energy Ltd.	"Carseland Power Plant, Alberta"	343503	525	3951	0	0	0	347979
2007	Electric Power Generation	Encana Corporation	Cavalier Power Plant	162686	328	1177	0	0	0	164190
2007	Electric Power Generation	City of Medicine Hat	"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION"	284249	3021	2222	0	0	0	289491
2007	Electric Power Generation	TransAlta Cogeneration LP	Fort Saskatchewan Thermal Electric (Cogeneration) Power Plan	348302	675	2805	0	0	0	351783
2007	Electric Power Generation	EPCOR Power Generation Services Inc.	Genesee Thermal Generating Station	9428201	2912	49363	0	0	0	9480475
2007	Electric Power Generation	Milner Power Limited Partnership by its GP Milner Power Inc.	H.R. Milner Generating Station	983179	349	5127	0	0	0	988656
2007	Electric Power Generation	TransAlta Utilities Corporation	Keephills Thermal Electric Power Generating Plant	6572725	1812	43132	0	0	0	6617670
2007	Electric Power Generation	ATCO Power Alberta Limited Partnership	Rainbow Lake Cogeneration Power Plant (Units 4-5)	264282	517	2148	0	0	0	266946
2007	Electric Power Generation	Alberta Power (2000) Ltd.	Rainbow Lake Generating Station (Units 1-3)	13106	26	107	0	0	0	13238
2007	Electric Power Generation	TransCanada Energy Ltd.	"Redwater Cogeneration Facility, Alberta"	134822	194	1481	0	0	0	136497
2007	Electric Power Generation	Alberta Power (2000) Ltd.	Sheerness Generating Station	5852534	1527	26225	0	0	0	5880286
2007	Electric Power Generation	TransAlta Utilities Corporation	SUNDANCE THERMAL ELECTRIC POWER GENERATING PLANT	15281609	4409	104521	0	0	0	15390539
2007	Electric Power Generation	TransAlta Utilties Corporation	Wabamun Thermal Electric Power Generating Plant	1922712	588	13984	0	0	0	1937285
2007	Electric Power Generation	ATCO Power Alberta Limited Partnership	Poplar Hill Generating Station	17377	34	141	0	0	0	17553
2007	Electric Power Generation	Alberta Power (2000) Ltd.	Sturgeon Generating Station	1145	2	9	0	0	0	1156
2007	Electric Power Generation	ATCO Power Alberta Limited Partnership	Valleyview Generating Station	2554	5	21	0	0	0	2579
2007	Electric Power Generation	Nexen Inc.	Balzac Power Station	117516	680	903	0	0	0	119099
2007	Electric Power Generation	TransCanada Energy Ltd.	Bear Creek Power Plant	74432	130	954	0	0	0	75516
2007	Fertilizer Manufacturing	Agrium Inc.	Agrium Redwater Fertilizer Operation	679764	30290	12516	0	0	0	722570
2007	Fertilizer Manufacturing	Canadian Fertilizers Limited	Canadian Fertilizers Limited	1604736	403	4591	0	0	0	1609729
2007	Fertilizer Manufacturing	Agrium Inc	Carseland Nitrogen Operations	505309	14750	1865	0	0	0	521924
2007	Fertilizer Manufacturing	Orica Canada Inc	Carseland Works	468	12	778400	0	0	0	778880
2007	Fertilizer Manufacturing	Agrium Inc.	Fort Saskatchewan Nitrogen Operation	600797	636	1806	0	0	0	603238
2007	Miscellaneous Manufacturing	General Scrap Partnership	GenAlta Recycling Inc.	617	0	0	0	0	0	617
2007	Miscellaneous Manufacturing	General Scrap Partnership	Navajo Metals	1358	1	30	0	0	0	1389
2007	Natural Gas Distribution	ATCO Gas and Pipelines Ltd	ATCO Gas - Distribution Systems and Carbon Plant	27854	232530	1612	0	0	0	261996
2007	Non-Metallic Mineral Product Manufacturing	Graymont Western Canada Inc.	Exshaw	164713	23	187	0	0	0	164923
2007	Non-Metallic Mineral Product Manufacturing	Lafarge Canada Inc	Exshaw Cement Plant	1128518	0	0	0	0	0	1128518
2007	Non-Metallic Mineral Product Manufacturing	Lehigh Inland Cement Limited	Lehigh Inland Cement	849720	0	0	0	0	0	849720
2007	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Christina Lake SAGD Bitumen Battery	111236	161	178	0	0	0	111574
2007	Oil Sands In Situ Extraction	Imperial Oil Resources	Cold Lake	4502694	12568	23155	0	0	0	4538416
2007	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Foster Creek Cogeneration Facility	500448	782	5509	0	0	0	506739
2007	Oil Sands In Situ Extraction	FCCL Oil Sands Partnership	Foster Creek SAGD Bitumen Battery	632379	658	1042	0	0	0	634079
2007	Oil Sands In Situ Extraction	Japan Canada Oil Sands Limited	Hangingstone SAGD Demonstration Facility	214741	1739	340	0	0	0	216819
2007	Oil Sands In Situ Extraction	TransCanada Energy Ltd.	"Mackay River Power Plant, Alberta"	560484	1221	9622	0	0	0	571328
2007	Oil Sands In Situ Extraction	Petro-Canada	"MacKay River, In-Situ Oil Sands Plant"	158991	374	862	0	0	0	160227
2007	Oil Sands In Situ Extraction	Shell Canada Limited	Peace River Complex	332506	2249	1712	0	0	0	336466
2007	Oil Sands In Situ Extraction	Canadian Natural Resources Limited	Wolf Lake/Primrose Thermal Operation	2377860	88080	15863	0	0	0	2481803
2007	Oil Sands In Situ Extraction	Nexen Inc./Opti Canada Inc.	Long Lake Project	120913	13327	688	0	0	0	134928
2007	Oil Sands In Situ Extraction	Husky Oil Operations Ltd	Tucker Thermal	248896	899	402	0	0	0	250197
2007	Oil Sands Mining and Upgrading	Syncrude Canada Ltd.	Mildred Lake and Aurora North Plant Sites	11913664	767567	141884	0	0	0	12823115
2007	Oil Sands Mining and Upgrading	ATCO Power Canada Ltd.	Muskeg River Cogeneration Plant	1147641	1654	6590	0	0	0	1155885
2007	Oil Sands Mining and Upgrading	Albian Sands Energy Inc.	Muskeg River Mine	444398	38632	3238	0	0	0	486268
2007	Oil Sands Mining and Upgrading	Shell Canada Energy Limited	Scotford Upgrader and Upgrader Cogeneration	1811231	10311	10698	0	0	0	1832240
2007	Oil Sands Mining and Upgrading	Suncor Energy Inc.  Oil Sands	Suncor Energy Inc.  Oil Sands	8800098	429413	96737	0	0	0	9326247
2007	Petroleum and Coal Products Manufacturing	Petro-Canada	Edmonton Refinery	1744268	9160	9268	0	0	0	1762696
2007	Petroleum and Coal Products Manufacturing	Shell Canada Products	Shell Scotford Refinery	1023994	7007	2397	0	0	0	1033398
2007	Petroleum and Coal Products Manufacturing	Imperial Oil Limited	Strathcona Refinery	1529748	2612	10272	0	0	0	1542633
2007	Pipeline Transportation	Foothills Pipe Lines Ltd.	"Foothills Pipeline, Alberta"	303782	8151	3915	0	0	0	315848
2007	Pipeline Transportation	Alliance Pipeline Ltd.	Alberta Pipeline System	551369	31978	3831	0	0	0	587178
2007	Pipeline Transportation	ATCO Gas and Pipelines Ltd.	ATCO Pipelines	87727	161116	4455	0	0	0	253298
2007	Pipeline Transportation	Nova Gas Transmission Ltd.	"TransCanada Pipeline, Alberta System"	1954687	306388	28293	0	0	0	2289368
2007	Primary Metal Manufacturing	Sherritt International Corporation	Fort Saskatchewan	255217	5267	3085	0	0	0	263569
2007	Waste Treatment and Disposal	City of Calgary	East Calgary Landfill	13315	91600	0	0	0	0	104915
2007	Wood Product Manufacturing	Alberta-Pacific Forest Industries Inc. acting as a	Alberta-Pacific Forest Industries Inc. Pulp Mill	77926	2250	17590	0	0	0	97766
2007	Wood Product Manufacturing	Weyerhaeuser Company Limited	Grande Prairie Operations	78578	28290	10066	0	0	0	116934
2007	Wood Product Manufacturing	West Fraser Mills Ltd.	Hinton Pulp	135987	10272	9230	0	0	0	155490
2007	Wood Product Manufacturing	Daishowa-Marubeni International Ltd-Peace River Pu	Peace River Pulp Division	66395	19264	10012	0	0	0	95670
2006	Chemical Manufacturing	Alberta Envirofuels Inc.	Alberta Envirofuels Inc.	336836	1400	2056	0	0	0	340292
2006	Chemical Manufacturing	Cancarb Ltd.	Cancarb Ltd.	125507	1	2071	0	0	0	127579
2006	Chemical Manufacturing	Celanese Canada Inc.	Edmonton Facility	532792	483	1865	0	0	0	535140
2006	Chemical Manufacturing	MEGlobal Canada Inc.	FS1 EOEG	101655	1551	0	0	0	0	103206
2006	Chemical Manufacturing	INEOS Canada Partnership	Joffre LAO Plant	129733	60	656	0	0	0	130450
2006	Chemical Manufacturing	NOVA Chemicals Corporation	NOVA Chemicals Corporation (Joffre)	2743524	1976	12739	0	0	0	2758239
2006	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Manufacturing Facility	296558	1765	246	0	0	0	298569
2006	Chemical Manufacturing	Shell Chemicals Canada Ltd	Scotford Chemical Plant	292096	46	1044	2734	0	0	295919
2006	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	383073	187	1900	0	0	0	385161
2006	Chemical Manufacturing	Dow Chemical Canada Inc.	Western Canada Operations	1539139	1814	2473	3432	0	0	1546857
2006	Chemical Manufacturing	Air Products Canada Ltd	Edmonton Hydrogen Facility	275075	0	1392	0	0	0	276467
2006	Chemical Manufacturing	Dow Chemical Canada Inc.	Prentiss Manufacturing Facility	32546	1184	14	0	0	0	33744
