Year	Sector	Reporting Legal Name	Facility Name	CO2 (tonnes CO2 eq)	CH4 (tonnes CO2 eq)	N2O (tonnes CO2 eq)	HFC (tonnes CO2 eq)	PFC (tonnes CO2 eq)	SF6 (tonnes CO2 eq)	Total (tonnes CO2 eq)
2004	Conventional Oil and Gas Extraction	not applicable	Shell Caroline Complex	689465	109175	4470	0	0	0	803110
2004	Conventional Oil and Gas Extraction	not applicable	Shell Jumping Pound Gas Plant	259192	91950	2384	0	0	0	353526
2004	Conventional Oil and Gas Extraction	Keyera Energy	Strachan GP	268477	9175	3308	0	0	0	280960
2004	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	109949	23975	1332	0	0	0	135256
2004	Conventional Oil and Gas Extraction	not applicable	Waterton Complex	505377	109175	5662	0	0	0	620214
2004	Conventional Oil and Gas Extraction	Central Alberta Midstreeam	West Whitecourt	128386	13044	2938	0	0	0	144368
2004	Conventional Oil and Gas Extraction	Petro-Canada	Wildcat Hills Gas Plant	153482	4660	3151	0	0	0	161293
2004	Conventional Oil and Gas Extraction	Apache Canada Ltd.	"Zama Gas Plant: 1, 2, 3"	101942	34814	1434	0	0	0	138190
2004	Electric Power Generation	ATCO Power	Battle River Generating Station	5022944	1204	20789	0	0	0	5044936
2004	Electric Power Generation	Calpine Canada Power Ltd.	Calpine Calgary Energy Centre	347119	678	2809	0	0	0	350606
2004	Electric Power Generation	TransCanada Energy Ltd.	"Carseland Power Plant, Alberta"	322946	1233	3963	0	0	0	328143
2004	Electric Power Generation	Encana Corporation	Cavalier Power Plant	136604	328	1046	0	0	0	137978
2004	Electric Power Generation	City of Medicine Hat	"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION"	260874	4263	1907	0	0	0	267044
2004	Electric Power Generation	EPCOR	Clover Bar Thermal Generating Station	104713	678	808	0	0	0	106199
2004	Electric Power Generation	TransAlta Corpoation	Fort Saskatchewan Generating Plant	388808	716	2963	0	0	0	392487
2004	Electric Power Generation	EPCOR	Genesee Thermal Generating Station	6733497	1398	55535	0	0	0	6790430
2004	Electric Power Generation	Milner Power Inc.	H.R. Milner Generating Station	959369	423	5230	0	0	0	965022
2004	Electric Power Generation	TransAlta Corporation	Keephills Generating Plant	5951726	1653	39361	0	0	0	5992740
2004	Electric Power Generation	ATCO Power	Rainbow Lake Cogeneration Power Plant (Units 4-5)	198200	387	1611	0	0	0	200198
2004	Electric Power Generation	ATCO Power	Rainbow Lake Generating Station (Units 1-3)	130956	256	1064	0	0	0	132276
2004	Electric Power Generation	TransCanada Energy Ltd.	"Redwater Cogeneration Facility, Alberta"	190564	10583	2265	0	0	0	203412
2004	Electric Power Generation	ATCO Power	Sheerness Generating Station	6191011	1568	26916	37	0	0	6219531
2004	Electric Power Generation	TransAlta Corporation	Sundance Generating Plant	16273133	4694	111490	0	0	0	16389317
2004	Electric Power Generation	TransAlta Corporation	Wabamun Generating Plant	3219788	972	23064	0	0	0	3243824
2004	Fertilizer Manufacturing	Agrium Inc.	Agrium Redwater Fertilizer Operation	1060739	150746	19537	0	0	0	1231022
2004	Fertilizer Manufacturing	Canadian Fertilizers Limited	Canadian Fertilizers Limited	1614438	423	4828	0	0	0	1619688
2004	Fertilizer Manufacturing	Agrium	Carseland Nitrogen Operations	518418	193	2085	0	0	0	520696
2004	Fertilizer Manufacturing	Orica Canada Inc	Carseland Works	290	0	686592	0	0	0	686882
2004	Fertilizer Manufacturing	Agrium Inc.	Fort Saskatchewan Nitrogen Operation	607308	494	2065	0	0	0	609866
2004	Natural Gas Distribution	ATCO Gas	Distribution System and Carbon Plant	31704	279678	2148	0	0	0	313530
2004	Non-Metallic Mineral Product Manufacturing	Graymont Western Canada Inc.	Exshaw	202451	29	262	0	0	0	202743
2004	Non-Metallic Mineral Product Manufacturing	Lafarge Canada Inc	Exshaw Cement Plant	1136590	3	22	0	0	0	1136615
2004	Non-Metallic Mineral Product Manufacturing	Lehigh Inland Cement Limited	Lehigh Inland Cement	794202	0	0	0	0	0	794202
2004	Oil Sands In Situ Extraction	Encana Corporation	Christina Lake SAGD Bitumen Battery	106850	598	164	0	0	0	107612
2004	Oil Sands In Situ Extraction	Imperial Oil Resources	Cold Lake	4148600	10000	17284	0	0	0	4175884
2004	Oil Sands In Situ Extraction	Encana Corporation	Foster Creek Cogeneration Facility	459398	1137	5197	0	0	0	465732
2004	Oil Sands In Situ Extraction	Encana Corporation	Foster Creek SAGD Bitumen Battery	314923	532	548	0	0	0	316003
2004	Oil Sands In Situ Extraction	Japan Canada Oil Sands Limited	Hangingstone SAGD Demonstration Facility	163820	607	843	0	0	0	165271
2004	Oil Sands In Situ Extraction	TransCanada Energy Ltd.	"Mackay River Power Plant, Alberta"	413105	788	5403	0	0	0	419295
2004	Oil Sands In Situ Extraction	Petro-Canada	"MacKay River, In-Situ Oil Sands Plant"	195853	1976	1025	0	0	0	198854
2004	Oil Sands In Situ Extraction	not applicable	Peace River Complex	324516	44625	5066	0	0	0	374207
2004	Oil Sands In Situ Extraction	Canadian Natural Resources Limited	Wolf Lake/Primrose Thermal Operation	1401719	43865	10357	0	0	0	1455941
2004	Oil Sands Mining and Upgrading	Syncrude Canada Ltd.	Mildred Lake and Aurora North Plant Sites	9024607	505973	109454	0	0	0	9640033
2004	Oil Sands Mining and Upgrading	ATCO Power	Muskeg River Cogeneration Power Plant	1145213	1521	6128	0	0	0	1152862
2004	Oil Sands Mining and Upgrading	Albian Sands Energy Inc.	Muskeg River Mine	235384	1250	18181	0	0	0	254815
2004	Oil Sands Mining and Upgrading	not applicable	Scotford Upgrader and Upgrader Cogeneration	2003964	9700	4172	0	0	0	2017836
2004	Oil Sands Mining and Upgrading	N/A	Suncor Energy Inc.  Oil Sands	8119686	467950	83142	0	0	0	8670778
2004	Petroleum and Coal Products Manufacturing	Petro-Canada	Edmonton Refinery	1388232	6455	5319	52	0	0	1400058
2004	Petroleum and Coal Products Manufacturing	Shell Canada Products	Shell Scotford Refinery	1080247	225	2086	0	0	0	1082558
2004	Petroleum and Coal Products Manufacturing	Imperial Oil Limited	Strathcona Refinery	1445022	2618	8338	0	0	0	1455978
2004	Pipeline Transportation	Foothills Pipe Lines Ltd.	"Acme Compressor Station # 363, Alberta"	275767	1511	3645	0	0	0	280922
2004	Pipeline Transportation	Alliance Pipeline Ltd.	Alberta Pipeline System	514021	44138	3676	0	0	0	561834
2004	Pipeline Transportation	ATCO Pipelines	ATCO Pipelines	108856	132682	5155	0	0	0	246692
2004	Pipeline Transportation	Nova Gas Transmission Ltd.	"Cardinal Lake Compressor Station, Alberta"	1733373	499800	25351	0	0	0	2258524
2004	Primary Metal Manufacturing	Sherritt International Corporation	Fort Saskatchewan	274388	99	1065	0	0	0	275553
2004	Waste Treatment and Disposal	City of Calgary	East Calgary Landfill	12397	85675	0	0	0	0	98072
2004	Wood Product Manufacturing	Alberta-Pacific Forest Industries Inc.	Alberta-Pacific Forest Industries Inc. Pulp Mill	81606	2213	17991	0	0	0	101810
2004	Wood Product Manufacturing	Weyerhaeuser Company	Grande Prairie Operations	89673	33970	8854	0	0	0	132496
2004	Wood Product Manufacturing	West Fraser Mills Limited	Hinton Pulp	149228	1299	9290	0	0	0	159817
2004	Wood Product Manufacturing	Daishowa-Marubeni International Ltd-Peace River Pu	Peace River Pulp Division	67293	8107	10186	0	0	0	85585
